name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address
Sunny Guesthouse,664,1,,8.3,136.0,Double Room,Geuzenveld-Slotermeer,4.0,https://www.booking.com/hotel/nl/sunny-guesthouse.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=646&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=229589601_99756761_2_0_0&highlighted_blocks=229589601_99756761_2_0_0&matching_block_id=229589601_99756761_2_0_0&sr_pri_blocks=229589601_99756761_2_0_0__66362&from=searchresults,"Schweigmannstraat 24, Geuzenveld-Slotermeer, 1063 AR Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Onefam Amstel,1115,1,,9.3,130.0,Twin Room,De Pijp,2.2,https://www.booking.com/hotel/nl/albert.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=647&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=1064101_351248536_0_0_0&highlighted_blocks=1064101_351248536_0_0_0&matching_block_id=1064101_351248536_0_0_0&sr_pri_blocks=1064101_351248536_0_0_0__111529&from=searchresults,"Sarphatipark 58, 1073 CZ Amsterdam, Netherlands
location — rated 9.4/10!"
Room With A Few,1342,1,4.0,9.7,93.0,Apartment - Ground Floor,IJburg,6.9,https://www.booking.com/hotel/nl/room-with-a-few.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=648&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=222351801_382989379_2_0_0&highlighted_blocks=222351801_382989379_2_0_0&matching_block_id=222351801_382989379_2_0_0&sr_pri_blocks=222351801_382989379_2_0_0__134188&from=searchresults,"19 Zwanebloemlaan, 1087 CD Amsterdam, Netherlands
location — rated 9.8/10!"
SWEETS - Scharrebiersluis,2075,1,4.0,8.6,88.0,Apartment with Lake View,Amsterdam City Centre,1.3,https://www.booking.com/hotel/nl/sweets-scharrebiersluis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=649&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=424523001_243294907_2_0_0&highlighted_blocks=424523001_243294907_2_0_0&matching_block_id=424523001_243294907_2_0_0&sr_pri_blocks=424523001_243294907_2_0_0__207472&from=searchresults,"100 Rapenburgerplein, Amsterdam City Centre, 1011 VB Amsterdam, Netherlands
location — rated 9.6/10!"
loft boat,1841,1,,8.8,29.0,Mobile Home,Amsterdam Noord,3.4,https://www.booking.com/hotel/nl/loft-boat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=650&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=654909901_268094856_0_0_0&highlighted_blocks=654909901_268094856_0_0_0&matching_block_id=654909901_268094856_0_0_0&sr_pri_blocks=654909901_268094856_0_0_0__184095&from=searchresults,"4 Werfkade, Amsterdam Noord, 1033 RA Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Zwanestein Canal House,1523,1,3.0,9.0,333.0,Double Room,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/zwanestein.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=651&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=169857103_89914727_0_0_0&highlighted_blocks=169857103_89914727_0_0_0&matching_block_id=169857103_89914727_0_0_0&sr_pri_blocks=169857103_89914727_0_0_0__152325&from=searchresults,"Zwanenburgwal 258, Amsterdam City Centre, 1011 JH Amsterdam, Netherlands
location — rated 9.8/10!"
Marijke's guestroom,780,1,,7.5,48.0,Double or Twin Room,Zeeburg,3.0,https://www.booking.com/hotel/nl/marijke-39-s-guestroom.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=652&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=648681201_265798984_0_0_0&highlighted_blocks=648681201_265798984_0_0_0&matching_block_id=648681201_265798984_0_0_0&sr_pri_blocks=648681201_265798984_0_0_0__78028&from=searchresults,"Eerste Atjehstraat 37 H, Zeeburg, 1094 KB Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Forecastle KL,1194,1,,9.1,21.0,One-Bedroom Apartment,Zeeburg,3.3,https://www.booking.com/hotel/nl/forecastle-kl.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=653&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=1320436601_404753056_2_0_0&highlighted_blocks=1320436601_404753056_2_0_0&matching_block_id=1320436601_404753056_2_0_0&sr_pri_blocks=1320436601_404753056_2_0_0__119382&from=searchresults,"94 Levantkade, Zeeburg, 1019 BG Amsterdam, Netherlands
location — rated 9.1/10!"
Private and chique Salon de Franz,3453,1,3.0,8.8,65.0,Deluxe Quadruple Room,Amsterdam City Centre,350.0,https://www.booking.com/hotel/nl/cosy-casa-royale-nes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=654&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=948457402_369097282_0_0_0&highlighted_blocks=948457402_369097282_0_0_0&matching_block_id=948457402_369097282_0_0_0&sr_pri_blocks=948457402_369097282_0_0_0__345322&from=searchresults,"Nes 120-2, Amsterdam City Centre, 1012 KE Amsterdam, Netherlands
location — rated 9.9/10!"
Cozy One Bedroom Apartments at Centrum,1548,1,3.0,9.7,16.0,One-Bedroom Apartment,Westerpark,1.9,https://www.booking.com/hotel/nl/appartement-vermeer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=655&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=1367393101_417719093_3_0_0&highlighted_blocks=1367393101_417719093_3_0_0&matching_block_id=1367393101_417719093_3_0_0&sr_pri_blocks=1367393101_417719093_3_0_0__154836&from=searchresults,"Van Heemskerckstraat 35, Westerpark, 1013 PA Amsterdam, Netherlands
location — rated 9.4/10!"
Lounge Park Apartment,3337,1,4.0,8.9,87.0,Two-Bedroom Apartment,Amsterdam City Centre,2.5,https://www.booking.com/hotel/nl/funen-lounge-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=656&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=136538901_409660194_2_0_0&highlighted_blocks=136538901_409660194_2_0_0&matching_block_id=136538901_409660194_2_0_0&sr_pri_blocks=136538901_409660194_2_0_0__333675&from=searchresults,"Funenpark 612, Amsterdam City Centre, 1018 AK Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
The Enlightened House Luxury Suites,1449,1,,7.9,169.0,Deluxe Double Room,Amsterdam City Centre,1.1,https://www.booking.com/hotel/nl/the-enlightened-house-luxury-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=657&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=1066439201_379048548_0_0_0&highlighted_blocks=1066439201_379048548_0_0_0&matching_block_id=1066439201_379048548_0_0_0&sr_pri_blocks=1066439201_379048548_0_0_0__144908&from=searchresults,"5 Korte Leidsedwarsstraat, Amsterdam City Centre, 1017 PV Amsterdam, Netherlands
location — rated 9.3/10!"
Pearl & Tulip 2BR with Free Parking,1754,1,3.0,,,Two-Bedroom Apartment,Zuideramstel,5.7,https://www.booking.com/hotel/nl/pearl-amp-tulip-2br-with-free-parking.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=658&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=1456465701_416943299_2_0_0&highlighted_blocks=1456465701_416943299_2_0_0&matching_block_id=1456465701_416943299_2_0_0&sr_pri_blocks=1456465701_416943299_2_0_0__175381&from=searchresults,"Amstelveenseweg Street 954, Zuideramstel, 1081 JP Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
The LIF Boutique,1205,1,3.0,8.6,57.0,Budget Double Room,Amsterdam City Centre,1.7,https://www.booking.com/hotel/nl/the-lif-boutique.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=659&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=1275405101_400398847_0_0_0&highlighted_blocks=1275405101_400398847_0_0_0&matching_block_id=1275405101_400398847_0_0_0&sr_pri_blocks=1275405101_400398847_0_0_0__120469&from=searchresults,"Sarphatikade 17 S, Amsterdam City Centre, 1017 WV Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
SWEETS - Van Hallbrug,1660,1,3.0,8.4,105.0,Apartment with Lake View,Westerpark,1.5,https://www.booking.com/hotel/nl/sweets-van-hallbrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=660&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=515913801_243294873_0_0_0&highlighted_blocks=515913801_243294873_0_0_0&matching_block_id=515913801_243294873_0_0_0&sr_pri_blocks=515913801_243294873_0_0_0__165998&from=searchresults,"31 Kostverlorenstraat, Westerpark, 1052 GT Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
SWEETS - Buiksloterdraaibrug,1484,1,3.0,9.0,56.0,Apartment with Lake View,Amsterdam Noord,3.5,https://www.booking.com/hotel/nl/sweets-buiksloterdraaibrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=661&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=424521501_243294912_2_0_0&highlighted_blocks=424521501_243294912_2_0_0&matching_block_id=424521501_243294912_2_0_0&sr_pri_blocks=424521501_243294912_2_0_0__148425&from=searchresults,"263 Buiksloterdijk, Amsterdam Noord, 1025 WN Amsterdam, Netherlands
location — rated 9/10!"
Elegant penthouse LOFT of 250 m2 in city centre with huge roofgarden 80 m2,5267,1,,10.0,1.0,Apartment,Amsterdam City Centre,1.4,https://www.booking.com/hotel/nl/elegant-penthouse-loft-of-250-m2-in-city-centre-with-huge-roofgarden-80-m2.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=662&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=848657301_352045450_4_0_0&highlighted_blocks=848657301_352045450_4_0_0&matching_block_id=848657301_352045450_4_0_0&sr_pri_blocks=848657301_352045450_4_0_0__526686&from=searchresults,"51 Falckstraat, Amsterdam City Centre, 1017 VV Amsterdam, Netherlands
location — rated 10/10!"
HOMESTEAD Amsterdam,1159,1,4.0,7.6,114.0,One-Bedroom Apartment,Amsterdam Noord,5.0,https://www.booking.com/hotel/nl/city-farm-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=663&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=705071301_350288708_2_0_0&highlighted_blocks=705071301_350288708_2_0_0&matching_block_id=705071301_350288708_2_0_0&sr_pri_blocks=705071301_350288708_2_0_0__115871&from=searchresults,"36 Wijkergouw, Amsterdam Noord, 1023 NX Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Spinoza Suites,2096,1,4.0,9.6,186.0,Suite with Garden View,Amsterdam City Centre,1.8,https://www.booking.com/hotel/nl/spinoza-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=664&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=455432602_138738303_0_0_0&highlighted_blocks=455432602_138738303_0_0_0&matching_block_id=455432602_138738303_0_0_0&sr_pri_blocks=455432602_138738303_0_0_0__209560&from=searchresults,"Spinozastraat 45HS, Amsterdam City Centre, 1018 HJ Amsterdam, Netherlands
location — rated 9.7/10!"
Authentic Dutch Houseboat in Amsterdam Zuid,1088,1,3.0,8.0,67.0,Apartment,Oud Zuid,4.6,https://www.booking.com/hotel/nl/beautiful-houseboat-near-city-center.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=665&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=287893402_407604170_2_0_0&highlighted_blocks=287893402_407604170_2_0_0&matching_block_id=287893402_407604170_2_0_0&sr_pri_blocks=287893402_407604170_2_0_0__108837&from=searchresults,"IJsbaanpad 72A, Oud Zuid, 1076 CW Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Garden Room and Economy Room,940,1,,9.2,187.0,Economy Double Room,Amsterdam Noord,4.8,https://www.booking.com/hotel/nl/garden-room.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=666&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=479100902_204574082_0_0_0&highlighted_blocks=479100902_204574082_0_0_0&matching_block_id=479100902_204574082_0_0_0&sr_pri_blocks=479100902_204574082_0_0_0__94047&from=searchresults,"Amerbos 209, Amsterdam Noord, 1025 ZC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Amsterdam Soul Inn,876,1,,7.8,56.0,Double Room,Amsterdam,5.6,https://www.booking.com/hotel/nl/amsterdam-soul-inn.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=667&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=1312792601_417601425_2_0_0&highlighted_blocks=1312792601_417601425_2_0_0&matching_block_id=1312792601_417601425_2_0_0&sr_pri_blocks=1312792601_417601425_2_0_0__87642&from=searchresults,"Arent Krijtsstraat 5, 1111 AG Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
BnB 117,1986,1,3.0,9.0,106.0,Double Room with Terrace,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/jo-39-s.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=668&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=392568001_344846531_2_0_0&highlighted_blocks=392568001_344846531_2_0_0&matching_block_id=392568001_344846531_2_0_0&sr_pri_blocks=392568001_344846531_2_0_0__198569&from=searchresults,"117 Kerkstraat 1st floor, Amsterdam City Centre, 1017 GE Amsterdam, Netherlands
location — rated 9.9/10!"
The Townhouse Hotel,741,1,2.0,6.6,317.0,Basic Twin Room with Shared Bathroom,Amsterdam City Centre,1.3,https://www.booking.com/hotel/nl/de-harmonie-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=669&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=1140802_365233402_0_0_0&highlighted_blocks=1140802_365233402_0_0_0&matching_block_id=1140802_365233402_0_0_0&sr_pri_blocks=1140802_365233402_0_0_0__74126&from=searchresults,"Prinsengracht 816, Amsterdam City Centre, 1017 JL Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Patrick's Place,1063,1,,7.6,70.0,Double Room with Shared Bathroom,Amsterdam City Centre,250.0,https://www.booking.com/hotel/nl/canal-inn.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=670&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=263014804_275673755_2_0_0&highlighted_blocks=263014804_275673755_2_0_0&matching_block_id=263014804_275673755_2_0_0&sr_pri_blocks=263014804_275673755_2_0_0__106269&from=searchresults,"Oudezijds Voorburgwal 167-1, Amsterdam City Centre, 1012 ET Amsterdam, Netherlands
location — rated 9/10!"
Bed & Breakfast of Art,1239,1,3.0,8.4,97.0,King Room - Non-Smoking,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/bed-and-breakfast-of-art.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=671&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682593&all_sr_blocks=53987201_329742684_2_2_0&highlighted_blocks=53987201_329742684_2_2_0&matching_block_id=53987201_329742684_2_2_0&sr_pri_blocks=53987201_329742684_2_2_0__123897&from=searchresults,"Korte prinsengracht 12, Amsterdam City Centre, 1013 GS Amsterdam, Netherlands
location — rated 9.5/10!"
